Intensity 31_200_PSCARB_10	Intensity 32_200_psCARB_100	Intensity 33_SMALL_CITRATE_10	Intensity 34_LARGE_CITRATE_10	Intensity 35_SMALL_PEI_10	Intensity 36_LARGE_PEI_10	Intensity 37_LARGE_PVP@AU_100	Intensity 38_SMALL_PVP@AU_10	Intensity 39_SMALL_PVP@AU_100	Intensity 40_LARGE_CITRATE_100	Intensity 41_LARGE_PEI_100	Intensity 42_SMALL_CITRATE_100	Intensity 43_SMALL_PEI_100	Intensity 44_LARGE_PVP@AU_10	Intensity 45_LARGE_PEG@AU_100	Intensity 46_LARGE_PEI@AU_100	Intensity 47_SMALL_PEI@AU_100	Intensity 48_200_PSCARB_PEG_100	Intensity 49_200_PSCARB_PEG_100(B)	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	Top3 31_200_PSCARB_10	Top3 32_200_psCARB_100	Top3 33_SMALL_CITRATE_10	Top3 34_LARGE_CITRATE_10	Top3 35_SMALL_PEI_10	Top3 36_LARGE_PEI_10	Top3 37_LARGE_PVP@AU_100	Top3 38_SMALL_PVP@AU_10	Top3 39_SMALL_PVP@AU_100	Top3 40_LARGE_CITRATE_100	Top3 41_LARGE_PEI_100	Top3 42_SMALL_CITRATE_100	Top3 43_SMALL_PEI_100	Top3 44_LARGE_PVP@AU_10	Top3 45_LARGE_PEG@AU_100	Top3 46_LARGE_PEI@AU_100	Top3 47_SMALL_PEI@AU_100	Top3 48_200_PSCARB_PEG_100	Top3 49_200_PSCARB_PEG_100(B)	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	iBAQ 31_200_PSCARB_10	iBAQ 32_200_psCARB_100	iBAQ 33_SMALL_CITRATE_10	iBAQ 34_LARGE_CITRATE_10	iBAQ 35_SMALL_PEI_10	iBAQ 36_LARGE_PEI_10	iBAQ 37_LARGE_PVP@AU_100	iBAQ 38_SMALL_PVP@AU_10	iBAQ 39_SMALL_PVP@AU_100	iBAQ 40_LARGE_CITRATE_100	iBAQ 41_LARGE_PEI_100	iBAQ 42_SMALL_CITRATE_100	iBAQ 43_SMALL_PEI_100	iBAQ 44_LARGE_PVP@AU_10	iBAQ 45_LARGE_PEG@AU_100	iBAQ 46_LARGE_PEI@AU_100	iBAQ 47_SMALL_PEI@AU_100	iBAQ 48_200_PSCARB_PEG_100	iBAQ 49_200_PSCARB_PEG_100(B)	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Taxonomy names
5114200064	669920000	1097900032	1316000000	1284499968	1205100032	5146999808	4252100096	5034699776	3492699904	4210299904	1177699968	3591599872	7544000000	1091299968	108900000	896499968	39114000	159830000	6817399808	2660100096	2565700096	2529400064	1902499968	213250000	503860000	566129984	495460000	549080000	1748300032	1232400000	1575699968	1181799936	1700899968	481800000	1265900032	2392900096	436950016	38110000	386510016	35981000	73893000	2020800000	898620032	850030016	800889984	63863000	8075700	15169000	15905000	19198000	13767000	67399000	55843000	80141000	50499000	61811000	15269000	60007000	114250000	14620000	1664100	11312000	318410	1526300	106530000	41124000	38972000	37870000				9913	43	43	43	72.2	72.2	72.2	53.341	0	323.31	62006000000	980	Q3MHN5	Q3MHN5			331	Bos taurus
0	11651000	0	0	0	0	0	0	0	53398000	0	19032000	0	0	18876000	0	0	0	0	0	3123100	0	6035300	0	7434400	0	0	0	0	0	0	0	40518000	0	21259000	0	0	19377000	0	0	0	0	0	0	0	16519000	0	341310	0	0	0	0	0	0	0	1922900	0	397280	0	0	648710	0	0	0	0	0	260260	0	502940				9913	6	6	6	48.2	48.2	48.2	20.612	0	28.131	112120000	20	Q3MHY1	Q3MHY1			332	Bos taurus
128010000	16366000	300800000	439510016	2455500032	2981600000	460920000	114030000	987720000	450329984	45062000	309529984	24346000	156890000	34114000	0	4314200	0	0	26130000	527260000	554950016	503630016	83100000	11004000	130620000	182820000	323880000	604670016	219820000	65338000	374040000	414110016	49261000	158980000	53982000	79433000	27404000	0	0	0	0	51601000	164130000	162200000	147860000	1964400	184960	4180900	6199700	31664000	40055000	6779800	1610500	14791000	5859300	1185800	4432200	640680	2595800	593050	0	113530	0	0	687640	7419400	6576900	7293600				9913	36	36	33	48	48	43.9	105.97	0	323.31	10521000000	357	Q3SWW8	Q3SWW8			333	Bos taurus
12772000	15256000	148290000	71754000	168680000	126470000	5024800	0	24519000	186130000	213300000	130410000	259690000	0	4014100	739690	156270000	1403700	4093800	0	92040000	97354000	120380000	19146000	10677000	58237000	42350000	61388000	48636000	10908000	0	27851000	91525000	84949000	59436000	95485000	0	8714300	1605800	66542000	0	6654500	0	50112000	52187000	48127000	164700	309550	3930200	1462500	5010800	3044200	209360	0	698350	4692300	4902700	3320100	7626600	0	167260	30820	4027900	58486	170570	0	2094800	2401700	3387400				9913	17	17	17	44.5	44.5	44.5	51.447	0	82.272	1838600000	166	Q3SWY2	Q3SWY2			334	Bos taurus
9640299520	455320000	11735000064	14504999936	604440000	108170000	1119000064	491969984	1756300032	12012000256	441790016	12977999872	623699968	319649984	226280000	10806000	74521000	3285700	6810200	352209984	5435500032	5966400000	5845499904	1784300032	95698000	2324000000	2557600000	158800000	43162000	215790000	133240000	369510016	2317700096	170870000	2729900032	211500000	88949000	76565000	12522000	44671000	5998300	14299000	140240000	1124199936	1182800000	1199200000	115520000	5528700	138250000	184440000	9114200	2229300	16693000	5842200	23402000	168780000	7298500	153530000	10912000	4622000	3847500	113460	1313000	65762	54060	5252900	71126000	86413000	69714000				9913	48	48	48	65	65	65	80.73	0	323.31	84712000000	1082	Q3SX14	Q3SX14			335	Bos taurus
0	0	9603300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3104500	37998000	0	0	0	0	0	0	18308000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4608400	28679000	0	0	0	0	0	0	1600500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201200	1816400	0	0	0	0				9913	4	4	4	33.1	33.1	33.1	14.437	0	10.626	50706000	10	Q3SYR5	Q3SYR5			336	Bos taurus
0	0	16240000	4464500	0	0	0	0	0	46958000	0	31466000	0	0	0	0	0	0	0	0	0	4581700	6839400	0	0	20851000	14953000	0	0	0	0	0	51675000	0	26552000	0	0	0	0	0	0	0	0	0	8817800	10337000	0	0	360880	99212	0	0	0	0	0	805490	0	552060	0	0	0	0	0	0	0	0	0	101820	151990				9913	9	9	9	11.9	11.9	11.9	95.367	0	18.181	110550000	17	Q3SYU2;A4FUD3	Q3SYU2			337	Bos taurus;Bos taurus
7754500	1755500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8706200	8706200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226190	135040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	4	4	4	17.2	17.2	17.2	33.437	0	17.06	9510000	5	Q3SYU6;Q32L92	Q3SYU6			338	Bos taurus;Bos taurus
172450000	52072000	339740000	264500000	208070000	0	90260000	39875000	107440000	2349499904	0	1426099968	95465000	23443000	0	0	0	0	0	0	449550016	537870016	507169984	82235000	36625000	221160000	164110000	123090000	0	67949000	24811000	66862000	966990016	0	592870016	87693000	14243000	0	0	0	0	0	0	256090000	265460000	310049984	2203600	476890	7590300	4549700	3023700	0	1179800	730450	1154000	46733000	0	24667000	1529400	431030	0	0	0	0	0	0	5736400	7409500	7081700				9913	23	23	23	56.1	56.1	56.1	51.272	0	323.31	6663500000	207	Q3SYV4	Q3SYV4			339	Bos taurus
0	0	30143000	27063000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26246000	27063000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602480	511800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	5	5	5	7.9	7.9	7.9	82.905	0	10.275	57206000	8	Q3SYW2	Q3SYW2			340	Bos taurus
0	0	0	0	9536200	2646500	0	0	0	0	5656600	0	14531000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11638000	4104400	0	0	0	0	8772600	0	17605000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414620	115070	0	0	0	0	245940	0	377620	0	0	0	0	0	0	0	0	0	0				9913	3	3	3	9.4	9.4	9.4	46.153	0	7.1033	32370000	6	Q3SZ54;Q3SZ65	Q3SZ54;Q3SZ65			341	Bos taurus;Bos taurus
1843699968	224440000	2558099968	2876400128	1747699968	1786599936	6243599872	1574099968	5969600000	7932800000	10261999616	2732199936	6851899904	1810899968	2888600064	192180000	1308899968	110260000	214360000	16234000384	4909199872	4639099904	4144000000	489840000	66795000	626880000	698209984	381990016	379510016	1335699968	343420000	1424700032	1721600000	2296499968	650310016	1503500032	421660000	568230016	49106000	296080000	31780000	69044000	3766400000	1212700032	1082599936	1074099968	21094000	2717500	35032000	31378000	19841000	22786000	81230000	19946000	76129000	98311000	123450000	36281000	94885000	20694000	36242000	2384700	15778000	1550500	2179600	188890000	62164000	53149000	54980000				9913	47	47	47	75.6	75.6	75.6	68.587	0	323.31	89054000000	1246	Q3SZ57	Q3SZ57			342	Bos taurus
0	0	0	0	3037300	4853700	0	0	0	0	53903000	0	41099000	0	0	0	40655000	0	0	0	0	0	0	0	0	0	0	8567600	13691000	0	0	0	0	53903000	0	41099000	0	0	0	45586000	0	0	0	0	0	0	0	0	0	0	303730	485370	0	0	0	0	5390300	0	4109900	0	0	0	4065500	0	0	0	0	0	0				9913	3	3	3	15.5	15.5	15.5	23.404	0	27.376	143550000	12	Q3SZC2	Q3SZC2			343	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139230	0	0	0	0				9913	1	1	1	8.3	8.3	8.3	30.533	0	12.134	2088500	2	Q3SZD7	Q3SZD7			344	Bos taurus
0	0	0	0	0	0	0	0	0	0	6502600	0	0	0	0	0	10334000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8469400	0	0	0	0	0	10334000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464470	0	0	0	0	0	738140	0	0	0	0	0	0				9913	3	2	2	14.3	10.6	10.6	27.764	0	27.885	16837000	3	Q3SZI4	Q3SZI4			345	Bos taurus
0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599940	1199500	0	0	0	0	0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863160	1725800	0	0	0	0	0	122050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23075	46136	0	0	0	0				9913	2	2	2	5.5	5.5	5.5	52.742	0	5.0557	4972900	4	Q3SZJ0	Q3SZJ0			346	Bos taurus
0	0	0	0	0	0	0	0	0	15222000	0	9544300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15222000	0	9544300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724870	0	454490	0	0	0	0	0	0	0	0	0	0	0				9913	2	1	1	7.3	4.7	4.7	48.774	0.0025974	4.026	24767000	2	Q3SZN0	Q3SZN0			347	Bos taurus
4723800	0	17186000	66171000	93246000	60176000	31414000	2570800	42605000	383020000	236700000	155860000	370640000	0	41263000	5004700	107660000	0	0	0	143190000	132760000	151580000	25782000	0	69278000	60979000	78144000	66096000	43791000	14031000	51641000	247300000	180120000	96939000	286830016	0	38506000	5588400	84944000	0	0	0	114910000	97981000	97441000	295240	0	63187	2079300	3219500	1888100	58998	160680	286490	2982000	1500100	2359800	1416900	0	190650	130430	598770	0	0	0	247850	316720	295970				9913	13	13	13	52.5	52.5	52.5	36.988	0	131.66	2045800000	123	Q3SZP2	Q3SZP2			348	Bos taurus
56949000	18486000	514400000	541790016	396580000	391129984	915529984	28255000	1145400064	2327200000	3687599872	645529984	2466599936	84364000	612070016	57839000	435190016	15492000	44252000	11009000448	1878599936	1673299968	1512700032	42257000	10615000	228180000	311510016	175220000	159930000	474529984	18863000	484129984	1348999936	1509100032	295990016	1220400000	35630000	252330000	25560000	180180000	5568500	23598000	4009900032	761849984	683020032	674640000	2884500	850230	17328000	19103000	13096000	13224000	41953000	1258700	39736000	95966000	144670000	22640000	99491000	2079000	21161000	2072100	14860000	450760	1770900	361710016	74460000	67340000	57869000				9913	15	15	15	59.9	59.9	59.9	23.182	0	323.31	30458000000	355	Q3SZR3	Q3SZR3			349	Bos taurus
0	0	0	4940700	0	0	0	0	0	0	0	15998000	0	0	0	0	0	0	0	0	0	0	5236400	0	0	0	10790000	0	0	0	0	0	0	0	15998000	0	0	0	0	0	0	0	0	0	0	9659200	0	0	0	205860	0	0	0	0	0	0	0	293520	0	0	0	0	0	0	0	0	0	0	218190				9913	2	2	2	4.1	4.1	4.1	50.377	0.002681	4.2658	26175000	4	Q3SZV3	Q3SZV3			350	Bos taurus
239910000	24298000	544409984	770409984	440750016	365860000	949960000	111600000	875110016	1273400064	1794899968	472740000	1193699968	195330000	391870016	29148000	337630016	15250000	77925000	2409200128	797660032	796689984	829049984	113630000	14787000	227000000	234090000	155550000	142980000	349400000	48054000	373140000	438609984	466329984	181100000	379960000	64896000	111450000	11044000	107800000	12024000	31621000	735249984	303480000	260310000	295289984	2060500	219160	6445300	6091500	4861500	4006900	8651800	1260400	8794900	18671000	13961000	5073400	13424000	1604400	3784200	281320	4734400	134560	246370	30608000	8985500	7987600	8896900				9913	23	23	23	64.3	64.3	64.3	52.209	0	276.26	14937000000	470	Q3SZV7	Q3SZV7			351	Bos taurus
0	0	5610200	0	0	0	45970000	0	97410000	0	0	48949000	0	0	85830000	0	0	0	0	0	11287000	12520000	7202800	0	0	14717000	0	0	0	45970000	0	83540000	0	0	38210000	0	0	58994000	0	0	0	0	0	0	22450000	0	0	0	561020	0	0	0	3007100	0	6150300	0	0	3746600	0	0	6179100	0	0	0	0	0	1128700	1252000	720280				9913	5	5	5	25.4	25.4	25.4	25.183	0	32.226	314780000	22	Q3T004	Q3T004			352	Bos taurus
28178999296	4081199872	571120000	2642800128	342230016	330480000	3220999936	958889984	3313199872	2034199936	2076999936	437529984	1474000000	1790400000	432009984	31152000	239720000	80779000	258910000	2799000064	1782300032	1650599936	1582800000	5357499904	847609984	174840000	654040000	144960000	122930000	654129984	249400000	596209984	378609984	470820000	172180000	357560000	429670016	151850000	13294000	98616000	30712000	75588000	643310016	390670016	439070016	379420000	356080000	47467000	8522500	34127000	5789600	4109700	39538000	12481000	41693000	23307000	29102000	7708800	17045000	21805000	5803700	329860	4802600	1224600	3144800	35837000	22062000	21186000	21183000				9913	54	54	54	63.9	63.9	63.9	101.51	0	323.31	60311000000	901	Q3T052	Q3T052			353	Bos taurus
49471000	31166000	72742000	40193000	61908000	32358000	46752000	6721000	85566000	128740000	64571000	51040000	91195000	6145200	14763000	745260	57217000	0	22172000	0	32225000	50199000	47422000	39629000	23854000	50367000	34859000	47855000	32358000	46752000	13964000	85566000	93582000	54780000	50567000	82441000	12768000	17145000	1548400	38026000	0	18050000	0	37423000	50199000	48048000	2730400	1504900	3995500	2068500	3350000	1246400	2106000	611000	3173900	6830900	2658200	3152200	4716600	558650	816720	67751	3600700	0	1069100	0	1614100	2195900	2671300				9913	7	7	7	37	37	37	24.423	0	39.496	993310000	76	Q3T054	Q3T054			354	Bos taurus
196430000	10323000	661009984	686380032	9307500	0	100730000	59409000	270080000	245510000	2792100	296660000	6852000	64636000	7053600	0	0	0	0	8147100	142960000	233850000	142620000	97572000	7909100	303729984	286729984	13348000	0	75864000	33399000	144310000	145890000	9946100	146090000	24408000	29545000	10115000	0	0	0	0	11684000	92182000	103850000	95298000	3633400	114620	11684000	13908000	297770	0	2839000	992990	5997800	6664200	199440	7111700	489430	1112800	207670	0	0	0	0	252030	3239000	4078900	3390600				9913	14	14	14	59.5	59.5	59.5	27.878	0	282.34	3144800000	174	Q3T0A3	Q3T0A3			355	Bos taurus
0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	2.6	2.6	2.6	51.019	0.0076336	3.696	1369300	1	Q3T0D0	Q3T0D0			356	Bos taurus
0	0	0	0	0	0	0	0	0	17924000	0	4138100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17924000	0	6662200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298920	0	129320	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	6.8	6.8	6.8	60.585	0	11.976	22062000	4	Q3T0K2	Q3T0K2			357	Bos taurus
28456000	35588000	37818000	39820000	0	0	0	0	28620000	88411000	0	87606000	0	0	10211000	0	0	7260400	13759000	0	34016000	30518000	18119000	26101000	21674000	37818000	38114000	0	0	0	0	34219000	69866000	0	69120000	0	0	13327000	0	0	9475900	13310000	0	34016000	30518000	33072000	132710	175060	1400700	63168	0	0	0	0	88951	2587600	0	316200	0	0	378200	0	0	268910	16659	0	1259900	1130300	671090				9913	9	9	9	38.4	38.4	38.4	44.537	0	101.55	460200000	55	Q3T0P6	Q3T0P6			358	Bos taurus
0	0	29070000	13132000	0	0	0	0	0	16986000	0	27178000	0	0	0	0	0	0	0	0	0	10226000	0	0	0	29070000	15501000	0	0	0	0	0	20049000	0	27178000	0	0	0	0	0	0	0	0	0	12070000	0	0	0	620700	1193800	0	0	0	0	0	1544200	0	720940	0	0	0	0	0	0	0	0	0	929630	0				9913	2	2	2	17.8	17.8	17.8	17.316	0	7.6848	96592000	8	Q3T0Q4;P52175;P52174	Q3T0Q4;P52175;P52174			359	Bos taurus;Bos taurus;Bos taurus
0	0	0	0	0	0	0	0	0	0	11249000	0	0	0	0	0	34357000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27225000	0	0	0	0	0	34357000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249900	0	0	0	0	0	843830	0	0	0	0	0	0				9913	2	2	2	9.5	9.5	9.5	29.099	0	4.718	45606000	5	Q3T0T1	Q3T0T1			360	Bos taurus
0	0	10644000	0	57832000	99022000	0	0	0	0	513600000	8337900	308380000	0	0	4370600	502940000	0	0	0	36835000	18004000	15536000	0	0	27416000	0	60925000	80354000	0	0	0	0	239790000	0	209750000	0	0	5977000	243680000	0	0	0	41425000	42612000	40169000	0	0	626110	0	1980200	2098300	0	0	0	0	11728000	490460	8701800	0	0	54050	13725000	0	0	0	329600	1059000	471460				9913	13	13	13	53.2	53.2	53.2	29.585	0	155.9	1575500000	66	Q3T0X5	Q3T0X5			361	Bos taurus
0	0	0	0	31924000	40669000	0	0	0	0	241560000	0	170340000	0	0	4790900	243060000	0	0	0	0	0	5837000	0	0	0	0	32675000	39192000	0	0	0	0	151990000	0	119860000	0	0	4790900	163080000	0	0	0	0	0	21737000	0	0	0	0	2455700	1642000	0	0	0	0	11982000	0	8887600	0	0	169470	9070500	0	0	0	0	0	449000				9913	8	8	8	36.8	36.8	36.8	25.898	0	79.059	738180000	38	Q3T0Y5	Q3T0Y5			362	Bos taurus
0	0	3903100	0	57416000	39192000	0	0	0	0	321150016	0	225170000	0	0	2197800	285809984	0	0	0	7866100	24564000	7417800	0	0	10408000	0	49027000	39192000	0	0	0	0	189050000	0	136600000	0	0	3784200	159680000	0	0	0	20976000	24564000	19781000	0	0	354830	0	3826400	2293200	0	0	0	0	22220000	0	14326000	0	0	199800	17156000	0	0	0	715100	1416800	674350				9913	7	7	7	33.7	33.7	33.7	29.031	0	104.27	974690000	46	Q3T108	Q3T108			363	Bos taurus
0	0	0	0	0	7073500	0	0	0	0	80462000	0	28649000	0	0	0	74704000	0	0	0	0	0	0	0	0	0	0	0	13565000	0	0	0	0	51169000	0	24730000	0	0	0	59056000	0	0	0	0	0	0	0	0	0	0	0	372290	0	0	0	0	1563500	0	818800	0	0	0	1362700	0	0	0	0	0	0				9913	7	7	7	38.4	38.4	38.4	30.268	0	41.132	190890000	16	Q3T112	Q3T112			364	Bos taurus
19028000	16682000	0	4914500	5778600	9933000	39995000	8463100	35849000	0	20298000	0	15419000	4094000	8373400	0	12984000	337190016	608120000	0	0	8850000	0	22102000	16476000	0	13576000	15963000	11537000	46455000	9830000	50374000	0	40681000	0	30902000	11310000	9725800	0	26024000	170050000	292040000	0	0	17737000	0	445780	270330	0	351040	412750	286210	1177800	215430	2018200	0	1449800	0	1101300	292430	273970	0	927450	12392000	22358000	0	0	632140	0				9913	19	19	19	81.1	81.1	81.1	22.393	0	323.31	1156000000	77	Q3T149	Q3T149			365	Bos taurus
0	0	0	0	0	0	35787000	0	91519000	76647000	0	21586000	5195300	0	33191000	0	0	0	0	0	14082000	8074400	6449200	0	0	0	0	0	0	35676000	0	65895000	65667000	0	23630000	12107000	0	18608000	0	0	0	0	0	15415000	16670000	15029000	0	0	0	0	0	0	1191100	0	948010	626080	0	722170	399640	0	1738900	0	0	0	0	0	390250	621110	496090				9913	6	6	6	33	33	33	26.332	0	34.366	292530000	33	Q3T168	Q3T168			366	Bos taurus
21434000	2321800	101300000	136970000	4345999872	5775699968	381769984	70015000	229080000	247410000	1834800000	169390000	1434300032	103340000	114730000	2167200000	18523000832	71567000	16756000	568929984	1182099968	953560000	1145900032	22885000	3784100	68772000	109390000	2998299904	4514299904	222310000	41795000	175130000	189310000	1013899968	114530000	1069600000	60013000	86471000	1267699968	10968000512	5337800	8156900	308310016	676700032	730729984	644979968	1648700	103850	4441300	8048200	228550000	297740000	17319000	2742000	13252000	14861000	77801000	8013200	80394000	4245300	5947700	82050000	790649984	2744300	854360	24324000	51286000	53815000	47765000				9913	9	9	9	36.2	36.2	36.2	26.133	0	323.31	39598000000	247	Q3Y5Z3	Q3Y5Z3			367	Bos taurus
0	0	16544000	27849000	6121000	18345000	3345600	2674500	0	93634000	0	24582000	39446000	0	0	0	0	0	0	0	6899600	26338000	24748000	0	0	18751000	21830000	10256000	19660000	11721000	0	0	83378000	0	42282000	44710000	0	0	0	0	0	0	0	24173000	26338000	24748000	0	0	556640	1454700	408070	66620	223040	178300	0	5321300	0	502400	2112100	0	0	0	0	0	0	0	459970	1330800	1277700				9913	6	6	6	37.3	37.3	37.3	30.113	0	19.714	290530000	31	Q3ZBD9	Q3ZBD9			368	Bos taurus
0	0	0	0	7602700	7424200	0	0	2192200	0	28359000	0	4912100	0	0	0	0	0	0	0	0	0	1930200	0	0	0	0	9491300	9268500	0	0	5369200	0	28359000	0	12031000	0	0	0	0	0	0	0	0	0	4727400	0	0	0	0	844740	824910	0	0	243580	0	1992000	0	545790	0	0	0	0	0	0	0	0	0	214460				9913	3	3	3	25	25	25	18.697	0	36.117	52420000	10	Q3ZBF7	Q3ZBF7			369	Bos taurus
0	0	7014400	0	95724000	90051000	0	2356400	0	0	628430016	0	499889984	0	0	3604700	487710016	0	0	0	36410000	34616000	27925000	0	0	16552000	0	51846000	48829000	0	0	0	0	289160000	0	249340000	0	0	8111800	184090000	0	0	0	36410000	34616000	28684000	0	0	501030	0	5053200	4756600	0	168310	0	0	31703000	0	25035000	0	0	140520	19434000	0	0	0	2600700	2472500	1365200				9913	11	11	11	56.5	56.5	56.5	27.869	0	278.38	1913700000	71	Q3ZBG0	Q3ZBG0			370	Bos taurus
14034000	14767000	4523900	0	42761000	14247000	251070000	5438900	560510016	173880000	73830000	37048000	65155000	18515000	156020000	0	13606000	2564200	5489000	0	89355000	87848000	50112000	30439000	10047000	9812000	0	34739000	20854000	153980000	0	246240000	116350000	74533000	40200000	55765000	12853000	73306000	0	19916000	0	7287100	0	45584000	57841000	41653000	738630	165670	238100	0	700070	749850	4633600	120670	10976000	3027700	834330	304060	494200	293580	3125600	0	716130	134960	288900	0	1948000	1176900	932160				9913	13	13	13	38.1	38.1	38.1	42.119	0	138.89	1680800000	105	Q3ZBN5	Q3ZBN5			371	Bos taurus
0	2860100	18826000	0	0	0	0	0	0	62000000	0	28185000	0	0	0	0	0	0	0	0	3036800	4763400	3130300	0	1422000	14933000	0	0	0	0	0	0	35074000	0	28185000	0	0	0	0	0	0	0	0	7642300	11988000	7877800	0	79447	522940	0	0	0	0	0	0	1225500	0	782900	0	0	0	0	0	0	0	0	84354	132320	86954				9913	7	7	7	12.7	12.7	12.7	62.481	0	13.778	122800000	19	Q3ZBZ8	Q3ZBZ8			372	Bos taurus
15558000	37443000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16708000	34887000	0	0	0	0	28992000	19314000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16708000	30852000	0	0	0	0	818850	996640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338050	938300	0	0	0	0				9913	8	8	8	33.2	33.2	33.2	39.677	0	25.933	104600000	18	Q3ZC42	Q3ZC42			373	Bos taurus
0	0	0	0	0	0	0	0	0	0	23750000	0	0	0	0	0	7724900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23750000	0	0	0	0	0	12965000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551420	0	0	0	0	0	386250	0	0	0	0	0	0				9913	3	3	3	10.7	10.7	10.7	44.294	0	5.5713	31475000	6	Q3ZCF0	Q3ZCF0			374	Bos taurus
0	0	0	0	22342000	40396000	0	0	0	0	235790000	0	161150000	0	0	4107500	262500000	0	0	0	0	8493100	7960800	0	0	0	0	32145000	39205000	0	0	0	0	159700000	0	126530000	0	0	4385800	161210000	0	0	0	0	18287000	26104000	0	0	0	0	1129600	2320300	0	0	0	0	9955300	0	8726200	0	0	259570	13098000	0	0	0	0	653310	612370				9913	8	8	8	43.3	43.3	43.3	29.483	0	127.8	742740000	41	Q3ZCK9	Q3ZCK9			375	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5056600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5056600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206260	0	0	0	0				9913	2	2	2	8.3	8.3	8.3	29.945	0.0076142	3.6703	5056600	2	Q56JV9	Q56JV9			376	Bos taurus
0	0	0	0	5446000	0	54954000	1317400	39245000	51654000	99523000	13329000	44366000	8482000	27377000	632750	5049200	0	0	157210000	45326000	34354000	38998000	0	0	0	0	11542000	0	38872000	0	39245000	51654000	57155000	16818000	45504000	5269100	21640000	1341100	10701000	0	0	98666000	31844000	34354000	31659000	0	0	0	0	272300	0	2130800	65868	1424300	1684700	3792700	666440	2218300	322280	1084200	31637	252460	0	0	5700200	1863000	1187600	1254500				9913	6	6	6	16.5	16.5	16.5	56.946	0	67.824	627270000	58	Q58CQ9	Q58CQ9			377	Bos taurus
28353000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23765000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	4	4	4	18.3	18.3	18.3	33.783	0	8.1675	28353000	4	Q58CS8	Q58CS8			378	Bos taurus
